Date,Value
2018-07-05,199600.0
2018-07-06,200993.0
2018-07-07,170160.0
2018-07-08,155685.0
2018-07-09,206546.0
2018-07-10,216063.0
2018-07-11,202603.0
2018-07-12,203535.0
2018-07-13,207904.0
2018-07-14,176475.0
2018-07-15,161151.0
2018-07-16,207842.0
2018-07-17,233966.0
2018-07-18,238769.0
2018-07-19,225039.0
2018-07-20,225529.0
2018-07-21,184803.0
2018-07-22,167129.0
2018-07-23,229480.0
2018-07-24,259358.0
2018-07-25,250208.0
2018-07-26,231679.0
2018-07-27,229397.0
2018-07-28,188238.0
2018-07-29,168407.0
2018-07-30,230924.0
2018-07-31,242977.0
2018-08-01,241044.0
2018-08-02,224873.0
2018-08-03,229859.0
2018-08-04,191657.0
2018-08-05,172181.0
2018-08-06,218607.0
2018-08-07,233045.0
2018-08-08,235311.0
2018-08-09,222326.0
2018-08-10,226148.0
2018-08-11,192438.0
2018-08-12,165044.0
2018-08-13,222229.0
2018-08-14,247622.0
2018-08-15,246066.0
2018-08-16,232335.0
2018-08-17,233794.0
2018-08-18,190935.0
2018-08-19,167400.0
2018-08-20,214983.0
2018-08-21,217777.0
2018-08-22,230333.0
2018-08-23,217352.0
2018-08-24,219848.0
2018-08-25,196420.0
2018-08-26,172747.0
2018-08-27,223656.0
2018-08-28,238039.0
2018-08-29,237508.0
2018-08-30,231391.0
2018-08-31,237076.0
2018-09-01,213331.0
2018-09-02,187145.0
2018-09-03,222897.0
2018-09-04,232265.0
2018-09-05,246477.0
2018-09-06,252261.0
2018-09-07,230790.0
2018-09-08,204428.0
2018-09-09,188912.0
2018-09-10,222866.0
2018-09-11,237571.0
2018-09-12,233275.0
2018-09-13,234209.0
2018-09-14,223250.0
2018-09-15,211071.0
2018-09-16,179483.0
2018-09-17,240152.0
2018-09-18,244259.0
2018-09-19,251037.0
2018-09-20,253674.0
2018-09-21,273051.0
2018-09-22,225537.0
2018-09-23,200319.0
2018-09-24,237670.0
2018-09-25,252113.0
2018-09-26,243927.0
2018-09-27,248686.0
2018-09-28,254239.0
2018-09-29,218339.0
2018-09-30,208210.0
2018-10-01,242820.0
2018-10-02,244772.0
2018-10-03,242303.0
2018-10-04,243157.0
2018-10-05,244719.0
2018-10-06,214843.0
2018-10-07,219731.0
2018-10-08,248041.0
2018-10-09,235862.0
2018-10-10,244945.0
2018-10-11,262467.0
2018-10-12,243174.0
2018-10-13,205097.0
2018-10-14,191259.0
2018-10-15,266945.0
2018-10-16,257967.0
2018-10-17,260362.0
2018-10-18,253450.0
2018-10-19,253826.0
2018-10-20,227821.0
2018-10-21,211505.0
2018-10-22,255324.0
2018-10-23,253463.0
2018-10-24,254091.0
2018-10-25,254599.0
2018-10-26,253002.0
2018-10-27,233749.0
2018-10-28,219860.0
